region_code,priority,active
11.02.07.2028,450,true
11.02.08.2001,451,true
11.02.08.2002,452,true
11.02.08.2003,453,true
11.02.08.2004,454,true
11.02.08.2005,455,true
11.02.08.2006,456,true
11.02.08.2011,457,true
11.02.08.2012,458,true
11.02.08.2013,459,true
11.02.08.2014,460,true
11.02.08.2015,461,true
11.02.08.2016,462,true
11.02.08.2017,463,true
11.02.08.2018,464,true
11.02.08.2019,465,true
11.02.08.2020,466,true
11.02.08.2021,467,true
11.02.08.2023,468,true
11.02.08.2025,469,true
11.02.08.2026,470,true
11.02.08.2027,471,true
11.02.08.2028,472,true
11.02.08.2029,473,true
11.02.08.2030,474,true
11.02.09.2001,475,true
11.02.09.2002,476,true
11.02.09.2003,477,true
11.02.09.2004,478,true
11.02.09.2005,479,true
11.02.09.2006,480,true
11.02.09.2007,481,true
11.02.09.2008,482,true
11.02.09.2010,483,true
11.02.09.2011,484,true
11.02.09.2012,485,true
11.02.09.2013,486,true
11.02.09.2014,487,true
11.02.09.2015,488,true
11.02.09.2016,489,true
11.02.09.2017,490,true
11.02.09.2018,491,true
11.02.09.2019,492,true
11.02.09.2020,493,true
11.02.09.2021,494,true
11.02.09.2022,495,true
11.02.09.2023,496,true
11.02.09.2024,497,true
11.02.10.2001,498,true
11.02.10.2002,499,true
11.02.10.2003,500,true
11.02.10.2004,501,true
11.02.10.2005,502,true
11.02.10.2006,503,true
11.02.10.2007,504,true
11.02.10.2008,505,true
11.02.10.2009,506,true
11.02.10.2010,507,true
11.02.10.2011,508,true
11.02.10.2012,509,true
11.02.10.2013,510,true
11.02.10.2014,511,true
11.02.10.2015,512,true
11.02.10.2016,513,true
11.02.10.2017,514,true
11.02.10.2018,515,true
11.02.10.2019,516,true
11.02.11.2004,517,true
11.02.11.2005,518,true
11.02.11.2006,519,true
11.02.11.2007,520,true
11.02.11.2008,521,true
11.02.11.2009,522,true
11.02.11.2010,523,true
11.02.11.2011,524,true
11.02.11.2012,525,true
11.02.11.2013,526,true
11.02.11.2014,527,true
11.02.11.2015,528,true
11.02.11.2016,529,true
11.02.11.2017,530,true
11.02.11.2018,531,true
11.02.11.2019,532,true
11.02.11.2020,533,true
11.02.11.2021,534,true
11.02.11.2022,535,true
11.02.11.2023,536,true
11.02.11.2024,537,true
11.02.11.2025,538,true
11.02.11.2026,539,true
11.02.11.2027,540,true
11.02.11.2028,541,true
11.02.11.2029,542,true
11.02.11.2030,543,true
11.02.12.2001,544,true
11.02.12.2002,545,true
11.02.12.2003,546,true
11.02.12.2004,547,true
11.02.12.2005,548,true
11.02.12.2006,549,true
11.02.12.2007,550,true
11.02.12.2008,551,true
11.02.12.2009,552,true
11.02.12.2010,553,true
11.02.12.2011,554,true
11.02.12.2012,555,true
11.02.12.2013,556,true
11.02.12.2014,557,true
11.02.12.2015,558,true
11.02.12.2016,559,true
11.02.12.2017,560,true
11.02.12.2018,561,true
11.02.12.2019,562,true
11.02.12.2020,563,true
11.02.12.2021,564,true
11.02.12.2022,565,true
11.02.12.2023,566,true
11.02.12.2024,567,true
11.02.12.2025,568,true
11.02.13.2001,569,true
11.02.13.2002,570,true
11.02.13.2003,571,true
11.02.13.2004,572,true
11.02.13.2005,573,true
11.02.13.2006,574,true
11.02.13.2007,575,true
11.02.13.2008,576,true
11.02.13.2009,577,true
11.02.13.2010,578,true
11.02.13.2011,579,true
11.02.13.2012,580,true
11.02.13.2013,581,true
11.02.13.2014,582,true
11.02.13.2015,583,true
11.02.13.2016,584,true
11.02.13.2017,585,true
11.02.13.2018,586,true
11.02.13.2019,587,true
11.02.13.2020,588,true
11.02.13.2021,589,true
11.02.13.2022,590,true
11.02.14.2001,591,true
11.02.14.2002,592,true
11.02.14.2003,593,true
11.02.14.2004,594,true
11.02.14.2005,595,true
11.02.14.2006,596,true
11.02.14.2007,597,true
11.02.14.2008,598,true
11.02.14.2009,599,true
11.02.14.2010,600,true
11.02.14.2011,601,true
11.02.14.2012,602,true
11.02.14.2013,603,true
11.02.14.2014,604,true
11.02.14.2015,605,true
11.02.14.2016,606,true
11.02.14.2017,607,true
11.02.14.2018,608,true
11.02.15.2001,609,true
11.02.15.2002,610,true
11.02.15.2003,611,true
11.02.15.2004,612,true
11.02.15.2006,613,true
11.02.15.2007,614,true
11.02.15.2008,615,true
11.02.15.2009,616,true
11.02.15.2010,617,true
11.02.15.2011,618,true
11.02.15.2012,619,true
11.02.15.2013,620,true
11.02.15.2014,621,true
11.02.15.2015,622,true
11.02.16.2001,623,true
11.02.16.2002,624,true
11.02.16.2003,625,true
11.02.16.2004,626,true
11.02.16.2005,627,true
11.02.16.2006,628,true
11.02.16.2007,629,true
11.02.16.2008,630,true
11.02.16.2009,631,true
11.02.16.2010,632,true
11.02.16.2011,633,true
11.02.16.2012,634,true
11.02.16.2013,635,true
11.02.16.2014,636,true
11.02.16.2015,637,true
11.02.16.2016,638,true
11.02.16.2017,639,true
11.02.16.2018,640,true
11.02.16.2019,641,true
11.02.16.2020,642,true
11.02.16.2021,643,true
11.02.16.2022,644,true
11.02.16.2023,645,true
11.03.01.2001,646,true
11.03.01.2002,647,true
11.03.01.2003,648,true
11.03.01.2004,649,true
11.03.01.2005,650,true
11.03.01.2006,651,true
11.03.01.2007,652,true
11.03.01.2008,653,true
11.03.01.2009,654,true
11.03.01.2010,655,true
11.03.01.2011,656,true
11.03.01.2012,657,true
11.03.01.2013,658,true
11.03.01.2014,659,true
11.03.01.2015,660,true
11.03.01.2016,661,true
11.03.01.2017,662,true
11.03.01.2018,663,true
11.03.01.2019,664,true
11.03.01.2020,665,true
11.03.01.2021,666,true
11.03.01.2022,667,true
11.03.01.2023,668,true
11.03.01.2024,669,true
11.03.01.2025,670,true
11.03.01.2026,671,true
11.03.01.2027,672,true
11.03.01.2028,673,true
11.03.01.2029,674,true
11.03.01.2030,675,true
11.03.01.2031,676,true
11.03.01.2032,677,true
11.03.01.2034,678,true
11.03.01.2035,679,true
11.03.01.2036,680,true
11.03.01.2037,681,true
11.03.01.2038,682,true
11.03.01.2039,683,true
11.03.01.2040,684,true
11.03.01.2041,685,true
11.03.01.2042,686,true
11.03.01.2043,687,true
11.03.01.2044,688,true
11.03.01.2045,689,true
11.03.01.2046,690,true
11.03.02.2001,691,true
11.03.02.2002,692,true
11.03.02.2003,693,true
11.03.02.2004,694,true
11.03.02.2005,695,true
11.03.02.2006,696,true
11.03.02.2007,697,true
11.03.02.2008,698,true
11.03.02.2009,699,true
11.03.02.2010,700,true
11.03.02.2011,701,true
11.03.02.2012,702,true
11.03.02.2013,703,true
11.03.02.2014,704,true
11.03.02.2015,705,true
11.03.02.2016,706,true
11.03.02.2017,707,true
11.03.02.2018,708,true
11.03.02.2019,709,true
11.03.02.2020,710,true
11.03.02.2021,711,true
11.03.02.2022,712,true
11.03.02.2023,713,true
11.03.02.2024,714,true
11.03.02.2025,715,true
11.03.02.2026,716,true
11.03.02.2027,717,true
11.03.02.2028,718,true
11.03.02.2029,719,true
11.03.02.2030,720,true
11.03.02.2031,721,true
11.03.02.2032,722,true
11.03.02.2033,723,true
11.03.02.2034,724,true
11.03.02.2035,725,true
11.03.02.2036,726,true
11.03.02.2037,727,true
11.03.03.2001,728,true
11.03.03.2002,729,true
11.03.03.2003,730,true
11.03.03.2004,731,true
11.03.03.2005,732,true
11.03.03.2006,733,true
11.03.03.2007,734,true
11.03.03.2008,735,true
11.03.03.2009,736,true
11.03.03.2010,737,true
11.03.03.2011,738,true
11.03.03.2012,739,true
11.03.03.2013,740,true
11.03.03.2014,741,true
11.03.03.2023,742,true
11.03.03.2029,743,true
11.03.03.2047,744,true
11.03.03.2048,745,true
11.03.03.2049,746,true
11.03.03.2050,747,true
11.03.03.2051,748,true
11.03.03.2052,749,true
11.03.03.2053,750,true
11.03.03.2054,751,true
11.03.03.2055,752,true
11.03.03.2056,753,true
11.03.03.2057,754,true
11.03.03.2058,755,true
11.03.03.2059,756,true
11.03.03.2060,757,true
11.03.03.2061,758,true
11.03.03.2062,759,true
11.03.03.2064,760,true
11.03.03.2065,761,true
11.03.03.2067,762,true
11.03.04.2001,763,true
11.03.04.2002,764,true
11.03.04.2003,765,true
11.03.04.2004,766,true
11.03.04.2005,767,true
11.03.04.2006,768,true
11.03.04.2007,769,true
11.03.04.2008,770,true
11.03.04.2009,771,true
11.03.04.2010,772,true
11.03.04.2011,773,true
11.03.04.2012,774,true
11.03.04.2013,775,true
11.03.04.2014,776,true
11.03.04.2015,777,true
11.03.04.2016,778,true
11.03.04.2017,779,true
11.03.04.2018,780,true
11.03.04.2019,781,true
11.03.04.2020,782,true
11.03.04.2021,783,true
11.03.04.2022,784,true
11.03.04.2023,785,true
11.03.04.2024,786,true
11.03.04.2025,787,true
11.03.04.2026,788,true
11.03.04.2027,789,true
11.03.05.2001,790,true
11.03.05.2002,791,true
11.03.05.2003,792,true
11.03.05.2004,793,true
11.03.05.2005,794,true
11.03.05.2006,795,true
11.03.05.2007,796,true
11.03.05.2008,797,true
11.03.05.2009,798,true
11.03.05.2010,799,true
11.03.05.2011,800,true
11.03.05.2012,801,true
11.03.05.2013,802,true
11.03.05.2014,803,true
11.03.05.2015,804,true
11.03.05.2016,805,true
11.03.05.2022,806,true
11.03.06.2001,807,true
11.03.06.2002,808,true
11.03.06.2003,809,true
11.03.06.2004,810,true
11.03.06.2005,811,true
11.03.06.2006,812,true
11.03.06.2007,813,true
11.03.06.2008,814,true
11.03.06.2009,815,true
11.03.06.2010,816,true
11.03.06.2011,817,true
11.03.06.2012,818,true
11.03.06.2013,819,true
11.03.06.2014,820,true
11.03.06.2025,821,true
11.03.06.2026,822,true
11.03.06.2027,823,true
11.03.06.2028,824,true
11.03.06.2029,825,true
11.03.06.2030,826,true
11.03.06.2031,827,true
11.03.06.2032,828,true
11.03.06.2033,829,true
11.03.06.2034,830,true
11.03.06.2035,831,true
11.03.06.2036,832,true
11.03.06.2037,833,true
11.03.06.2038,834,true
11.03.06.2039,835,true
11.03.06.2040,836,true
11.03.06.2041,837,true
11.03.07.2001,838,true
11.03.07.2002,839,true
11.03.07.2003,840,true
11.03.07.2004,841,true
11.03.07.2005,842,true
11.03.07.2006,843,true
11.03.07.2007,844,true
11.03.07.2008,845,true
11.03.07.2009,846,true
11.03.07.2010,847,true
11.03.07.2011,848,true
11.03.07.2012,849,true
11.03.07.2013,850,true
11.03.07.2014,851,true
11.03.07.2015,852,true
11.03.07.2016,853,true
11.03.07.2017,854,true
11.03.07.2018,855,true
11.03.07.2019,856,true
11.03.07.2020,857,true
11.03.07.2021,858,true
11.03.07.2022,859,true
11.03.07.2023,860,true
11.03.07.2024,861,true
11.03.07.2025,862,true
11.03.07.2026,863,true
11.03.07.2027,864,true
11.03.07.2028,865,true
11.03.07.2029,866,true
11.03.07.2030,867,true
11.03.07.2031,868,true
11.03.07.2032,869,true
11.03.07.2033,870,true
11.03.07.2034,871,true
11.03.07.2035,872,true
11.03.07.2036,873,true
11.03.07.2037,874,true
11.03.07.2038,875,true
11.03.08.2001,876,true
11.03.08.2002,877,true
11.03.08.2003,878,true
11.03.08.2004,879,true
11.03.08.2005,880,true
11.03.08.2006,881,true
11.03.08.2007,882,true
11.03.08.2008,883,true
11.03.08.2009,884,true
11.03.08.2010,885,true
11.03.08.2011,886,true
11.03.08.2012,887,true
11.03.08.2013,888,true
11.03.08.2014,889,true
11.03.09.2001,890,true
11.03.09.2002,891,true
11.03.09.2003,892,true
11.03.09.2004,893,true
11.03.09.2005,894,true
11.03.09.2006,895,true
11.03.09.2007,896,true
11.03.09.2008,897,true
11.03.09.2010,898,true
11.03.09.2011,899,true
11.03.09.2012,900,true
11.03.09.2013,901,true
11.03.09.2014,902,true
11.03.09.2015,903,true
11.03.09.2016,904,true
11.03.09.2017,905,true
11.03.09.2018,906,true
11.03.09.2019,907,true
11.03.09.2020,908,true
11.03.09.2021,909,true
11.03.09.2022,910,true
11.03.09.2023,911,true
11.03.09.2024,912,true
11.03.10.2001,913,true
11.03.10.2002,914,true
11.03.10.2003,915,true
11.03.10.2004,916,true
11.03.10.2005,917,true
11.03.10.2006,918,true
11.03.10.2007,919,true
11.03.10.2008,920,true
11.03.10.2009,921,true
11.03.10.2010,922,true
11.03.10.2011,923,true
11.03.10.2012,924,true
11.03.10.2013,925,true
11.03.10.2014,926,true
11.03.10.2015,927,true
11.03.10.2016,928,true
11.03.10.2017,929,true
11.03.10.2018,930,true
11.03.10.2019,931,true
11.03.10.2020,932,true
11.03.10.2021,933,true
11.03.10.2022,934,true
11.03.10.2024,935,true
11.03.11.2001,936,true
11.03.11.2002,937,true
11.03.11.2003,938,true
11.03.11.2004,939,true
11.03.11.2005,940,true
11.03.11.2006,941,true
11.03.11.2007,942,true
11.03.11.2008,943,true
11.03.11.2009,944,true
11.03.11.2010,945,true
11.03.11.2011,946,true
11.03.11.2012,947,true
11.03.11.2013,948,true
11.03.11.2014,949,true
11.03.11.2015,950,true
11.03.11.2016,951,true
11.03.11.2017,952,true
11.03.11.2018,953,true
11.03.11.2019,954,true
11.03.11.2020,955,true
11.03.11.2021,956,true
11.03.11.2022,957,true
11.03.11.2023,958,true
11.03.11.2024,959,true
11.03.11.2025,960,true
11.03.12.2001,961,true
11.03.12.2002,962,true
11.03.12.2003,963,true
11.03.12.2004,964,true
11.03.12.2005,965,true
11.03.12.2006,966,true
11.03.12.2007,967,true
11.03.12.2008,968,true
11.03.12.2009,969,true
11.03.12.2010,970,true
11.03.12.2011,971,true
11.03.12.2012,972,true
11.03.12.2013,973,true
11.03.12.2014,974,true
11.03.12.2015,975,true
11.03.12.2016,976,true
11.03.12.2017,977,true
11.03.12.2018,978,true
11.03.12.2019,979,true
11.03.12.2020,980,true
11.03.12.2021,981,true
11.03.12.2022,982,true
11.03.12.2023,983,true
11.03.12.2024,984,true
11.03.12.2025,985,true
11.03.12.2026,986,true
11.03.13.2001,987,true
11.03.13.2002,988,true
11.03.13.2003,989,true
11.03.13.2004,990,true
11.03.13.2005,991,true
11.03.13.2006,992,true
11.03.13.2007,993,true
11.03.13.2008,994,true
11.03.13.2009,995,true
11.03.13.2010,996,true
11.03.13.2011,997,true
11.03.13.2012,998,true
11.03.13.2013,999,true
11.03.14.2001,1000,true
11.03.14.2002,1001,true
11.03.14.2003,1002,true
11.03.14.2004,1003,true
11.03.14.2005,1004,true
11.03.14.2006,1005,true
11.03.14.2007,1006,true
11.03.14.2008,1007,true
11.03.14.2009,1008,true
11.03.14.2010,1009,true
11.03.14.2011,1010,true
11.03.14.2012,1011,true
11.03.14.2013,1012,true
11.03.14.2014,1013,true
11.03.14.2015,1014,true
11.03.14.2016,1015,true
11.03.14.2017,1016,true
11.03.14.2018,1017,true
11.03.14.2019,1018,true
11.03.14.2020,1019,true
11.03.14.2021,1020,true
11.03.14.2022,1021,true
11.03.14.2023,1022,true
11.03.14.2024,1023,true
11.03.14.2025,1024,true
11.03.15.2001,1025,true
11.03.15.2002,1026,true
11.03.15.2003,1027,true
11.03.15.2004,1028,true
11.03.15.2005,1029,true
11.03.15.2006,1030,true
11.03.15.2007,1031,true
11.03.15.2008,1032,true
11.03.15.2009,1033,true
11.03.15.2010,1034,true
11.03.15.2011,1035,true
11.03.15.2012,1036,true
11.03.15.2013,1037,true
11.03.15.2014,1038,true
11.03.15.2015,1039,true
11.03.15.2016,1040,true
11.03.16.2001,1041,true
11.03.16.2002,1042,true
11.03.16.2003,1043,true
11.03.16.2004,1044,true
11.03.16.2005,1045,true
11.03.16.2006,1046,true
11.03.16.2007,1047,true
11.03.16.2008,1048,true
11.03.16.2009,1049,true
11.03.16.2010,1050,true
11.03.16.2011,1051,true
11.03.16.2012,1052,true
11.03.16.2013,1053,true
11.03.16.2014,1054,true
11.03.16.2015,1055,true
11.03.16.2016,1056,true
11.03.16.2017,1057,true
11.03.17.2001,1058,true
11.03.17.2002,1059,true
11.03.17.2003,1060,true
11.03.17.2004,1061,true
11.03.17.2005,1062,true
11.03.17.2006,1063,true
11.03.17.2007,1064,true
11.03.17.2008,1065,true
11.03.17.2009,1066,true
11.03.17.2010,1067,true
11.03.17.2011,1068,true
11.03.17.2012,1069,true
