region_code,priority,active
11.18.03.2003,6014,true
11.18.03.2004,6015,true
11.18.03.2005,6016,true
11.18.03.2006,6017,true
11.18.03.2007,6018,true
11.18.03.2008,6019,true
11.18.03.2009,6020,true
11.18.03.2010,6021,true
11.18.03.2011,6022,true
11.18.03.2012,6023,true
11.18.03.2013,6024,true
11.18.03.2014,6025,true
11.18.03.2015,6026,true
11.18.03.2016,6027,true
11.18.03.2017,6028,true
11.18.03.2018,6029,true
11.18.04.2001,6030,true
11.18.04.2002,6031,true
11.18.04.2003,6032,true
11.18.04.2004,6033,true
11.18.04.2005,6034,true
11.18.04.2006,6035,true
11.18.04.2007,6036,true
11.18.04.2008,6037,true
11.18.04.2009,6038,true
11.18.04.2010,6039,true
11.18.04.2011,6040,true
11.18.04.2012,6041,true
11.18.04.2013,6042,true
11.18.04.2014,6043,true
11.18.04.2015,6044,true
11.18.04.2016,6045,true
11.18.04.2017,6046,true
11.18.04.2018,6047,true
11.18.04.2019,6048,true
11.18.04.2020,6049,true
11.18.04.2021,6050,true
11.18.04.2022,6051,true
11.18.04.2023,6052,true
11.18.04.2024,6053,true
11.18.04.2025,6054,true
11.18.04.2026,6055,true
11.18.04.2027,6056,true
11.18.04.2028,6057,true
11.18.04.2029,6058,true
11.18.04.2030,6059,true
11.18.04.2031,6060,true
11.18.04.2032,6061,true
11.18.04.2033,6062,true
11.18.04.2034,6063,true
11.18.04.2035,6064,true
11.18.04.2036,6065,true
11.18.04.2037,6066,true
11.18.04.2038,6067,true
11.18.04.2039,6068,true
11.18.04.2040,6069,true
11.18.04.2041,6070,true
11.18.04.2042,6071,true
11.18.04.2043,6072,true
11.18.04.2044,6073,true
11.18.04.2045,6074,true
11.18.05.2001,6075,true
11.18.05.2002,6076,true
11.18.05.2003,6077,true
11.18.05.2004,6078,true
11.18.05.2005,6079,true
11.18.05.2006,6080,true
11.18.05.2007,6081,true
11.18.05.2008,6082,true
11.18.05.2009,6083,true
11.18.05.2010,6084,true
11.18.05.2011,6085,true
11.18.05.2012,6086,true
11.18.05.2013,6087,true
11.18.05.2014,6088,true
11.18.05.2015,6089,true
11.18.05.2016,6090,true
11.18.05.2017,6091,true
11.18.05.2018,6092,true
11.18.05.2019,6093,true
11.18.06.2001,6094,true
11.18.06.2002,6095,true
11.18.06.2003,6096,true
11.18.06.2004,6097,true
11.18.06.2005,6098,true
11.18.06.2006,6099,true
11.18.06.2007,6100,true
11.18.06.2008,6101,true
11.18.06.2009,6102,true
11.18.06.2010,6103,true
11.18.06.2011,6104,true
11.18.06.2012,6105,true
11.18.06.2013,6106,true
11.18.06.2014,6107,true
11.18.06.2015,6108,true
11.18.06.2016,6109,true
11.18.06.2017,6110,true
11.18.06.2018,6111,true
11.18.06.2019,6112,true
11.18.06.2020,6113,true
11.18.06.2021,6114,true
11.18.06.2022,6115,true
11.18.06.2023,6116,true
11.18.06.2024,6117,true
11.18.06.2025,6118,true
11.18.06.2026,6119,true
11.18.06.2027,6120,true
11.18.06.2028,6121,true
11.18.06.2029,6122,true
11.18.06.2030,6123,true
11.18.06.2031,6124,true
11.18.06.2032,6125,true
11.18.06.2033,6126,true
11.18.06.2034,6127,true
11.18.06.2035,6128,true
11.18.06.2036,6129,true
11.18.06.2037,6130,true
11.18.06.2038,6131,true
11.18.06.2039,6132,true
11.18.06.2040,6133,true
11.18.06.2041,6134,true
11.18.06.2042,6135,true
11.18.06.2043,6136,true
11.18.07.2001,6137,true
11.18.07.2002,6138,true
11.18.07.2003,6139,true
11.18.07.2004,6140,true
11.18.07.2005,6141,true
11.18.07.2006,6142,true
11.18.07.2007,6143,true
11.18.07.2008,6144,true
11.18.07.2009,6145,true
11.18.07.2010,6146,true
11.18.08.2001,6147,true
11.18.08.2002,6148,true
11.18.08.2003,6149,true
11.18.08.2004,6150,true
11.18.08.2005,6151,true
11.18.08.2006,6152,true
11.18.08.2007,6153,true
11.18.08.2008,6154,true
11.18.08.2009,6155,true
11.18.08.2010,6156,true
11.18.08.2011,6157,true
11.18.08.2012,6158,true
11.18.08.2013,6159,true
11.18.08.2014,6160,true
11.18.08.2015,6161,true
11.18.08.2016,6162,true
11.18.08.2017,6163,true
11.18.08.2018,6164,true
11.18.08.2019,6165,true
11.18.08.2020,6166,true
11.18.08.2021,6167,true
11.18.08.2022,6168,true
11.18.08.2023,6169,true
11.18.08.2024,6170,true
11.18.08.2025,6171,true
11.18.08.2026,6172,true
11.18.08.2027,6173,true
11.71.01.2001,6174,true
11.71.01.2002,6175,true
11.71.01.2003,6176,true
11.71.01.2004,6177,true
11.71.01.2005,6178,true
11.71.01.2006,6179,true
11.71.01.2007,6180,true
11.71.01.2008,6181,true
11.71.01.2009,6182,true
11.71.01.2010,6183,true
11.71.02.2001,6184,true
11.71.02.2002,6185,true
11.71.02.2003,6186,true
11.71.02.2004,6187,true
11.71.02.2005,6188,true
11.71.02.2006,6189,true
11.71.02.2007,6190,true
11.71.02.2008,6191,true
11.71.02.2009,6192,true
11.71.02.2010,6193,true
11.71.02.2011,6194,true
11.71.03.2001,6195,true
11.71.03.2002,6196,true
11.71.03.2003,6197,true
11.71.03.2004,6198,true
11.71.03.2005,6199,true
11.71.03.2006,6200,true
11.71.03.2007,6201,true
11.71.03.2008,6202,true
11.71.03.2009,6203,true
11.71.03.2010,6204,true
11.71.03.2011,6205,true
11.71.03.2012,6206,true
11.71.03.2013,6207,true
11.71.03.2014,6208,true
11.71.03.2015,6209,true
11.71.03.2016,6210,true
11.71.04.2001,6211,true
11.71.04.2002,6212,true
11.71.04.2003,6213,true
11.71.04.2004,6214,true
11.71.04.2005,6215,true
11.71.04.2006,6216,true
11.71.04.2007,6217,true
11.71.04.2008,6218,true
11.71.04.2009,6219,true
11.71.04.2010,6220,true
11.71.05.2001,6221,true
11.71.05.2002,6222,true
11.71.05.2003,6223,true
11.71.05.2004,6224,true
11.71.05.2005,6225,true
11.71.05.2006,6226,true
11.71.05.2007,6227,true
11.71.05.2008,6228,true
11.71.05.2009,6229,true
11.71.06.2001,6230,true
11.71.06.2002,6231,true
11.71.06.2003,6232,true
11.71.06.2004,6233,true
11.71.06.2005,6234,true
11.71.06.2006,6235,true
11.71.07.2001,6236,true
11.71.07.2002,6237,true
11.71.07.2003,6238,true
11.71.07.2004,6239,true
11.71.07.2005,6240,true
11.71.07.2006,6241,true
11.71.07.2007,6242,true
11.71.07.2008,6243,true
11.71.07.2009,6244,true
11.71.07.2010,6245,true
11.71.08.2001,6246,true
11.71.08.2002,6247,true
11.71.08.2003,6248,true
11.71.08.2004,6249,true
11.71.08.2005,6250,true
11.71.08.2006,6251,true
11.71.08.2007,6252,true
11.71.08.2008,6253,true
11.71.08.2009,6254,true
11.71.09.2001,6255,true
11.71.09.2002,6256,true
11.71.09.2003,6257,true
11.71.09.2004,6258,true
11.71.09.2005,6259,true
11.71.09.2006,6260,true
11.71.09.2007,6261,true
11.71.09.2008,6262,true
11.71.09.2009,6263,true
11.72.01.2001,6264,true
11.72.01.2002,6265,true
11.72.01.2003,6266,true
11.72.01.2004,6267,true
11.72.01.2005,6268,true
11.72.01.2006,6269,true
11.72.01.2007,6270,true
11.72.01.2008,6271,true
11.72.02.2001,6272,true
11.72.02.2002,6273,true
11.72.02.2003,6274,true
11.72.02.2004,6275,true
11.72.02.2005,6276,true
11.72.02.2006,6277,true
11.72.02.2007,6278,true
11.72.02.2008,6279,true
11.72.02.2009,6280,true
11.72.02.2010,6281,true
11.73.01.2002,6282,true
11.73.01.2003,6283,true
11.73.01.2004,6284,true
11.73.01.2005,6285,true
11.73.01.2006,6286,true
11.73.01.2007,6287,true
11.73.01.2008,6288,true
11.73.01.2009,6289,true
11.73.01.2010,6290,true
11.73.01.2011,6291,true
11.73.01.2013,6292,true
11.73.01.2014,6293,true
11.73.01.2015,6294,true
11.73.01.2016,6295,true
11.73.01.2024,6296,true
11.73.01.2025,6297,true
11.73.01.2026,6298,true
11.73.02.2001,6299,true
11.73.02.2002,6300,true
11.73.02.2003,6301,true
11.73.02.2004,6302,true
11.73.02.2005,6303,true
11.73.02.2006,6304,true
11.73.02.2007,6305,true
11.73.02.2008,6306,true
11.73.02.2009,6307,true
11.73.02.2010,6308,true
11.73.02.2011,6309,true
11.73.02.2012,6310,true
11.73.02.2013,6311,true
11.73.02.2014,6312,true
11.73.02.2015,6313,true
11.73.02.2016,6314,true
11.73.02.2017,6315,true
11.73.02.2018,6316,true
11.73.03.2001,6317,true
11.73.03.2002,6318,true
11.73.03.2003,6319,true
11.73.03.2004,6320,true
11.73.03.2005,6321,true
11.73.03.2006,6322,true
11.73.03.2007,6323,true
11.73.03.2008,6324,true
11.73.03.2009,6325,true
11.73.03.2010,6326,true
11.73.03.2011,6327,true
11.73.03.2012,6328,true
11.73.03.2013,6329,true
11.73.03.2014,6330,true
11.73.03.2015,6331,true
11.73.03.2016,6332,true
11.73.03.2017,6333,true
11.73.03.2018,6334,true
11.73.03.2019,6335,true
11.73.03.2020,6336,true
11.73.03.2021,6337,true
11.73.03.2022,6338,true
11.73.04.2001,6339,true
11.73.04.2002,6340,true
11.73.04.2003,6341,true
11.73.04.2004,6342,true
11.73.04.2005,6343,true
11.73.04.2006,6344,true
11.73.04.2007,6345,true
11.73.04.2008,6346,true
11.73.04.2009,6347,true
11.73.04.2010,6348,true
11.73.04.2011,6349,true
11.74.01.2007,6350,true
11.74.01.2009,6351,true
11.74.01.2010,6352,true
11.74.01.2011,6353,true
11.74.01.2012,6354,true
11.74.01.2013,6355,true
11.74.01.2014,6356,true
11.74.01.2015,6357,true
11.74.01.2016,6358,true
11.74.01.2017,6359,true
11.74.01.2018,6360,true
11.74.01.2019,6361,true
11.74.01.2020,6362,true
11.74.01.2021,6363,true
11.74.01.2025,6364,true
11.74.01.2026,6365,true
11.74.02.2005,6366,true
11.74.02.2006,6367,true
11.74.02.2007,6368,true
11.74.02.2008,6369,true
11.74.02.2009,6370,true
11.74.02.2015,6371,true
11.74.02.2016,6372,true
11.74.02.2017,6373,true
11.74.02.2018,6374,true
11.74.02.2019,6375,true
11.74.02.2020,6376,true
11.74.02.2021,6377,true
11.74.02.2022,6378,true
11.74.03.2001,6379,true
11.74.03.2002,6380,true
11.74.03.2004,6381,true
11.74.03.2005,6382,true
11.74.03.2006,6383,true
11.74.03.2007,6384,true
11.74.03.2009,6385,true
11.74.03.2010,6386,true
11.74.03.2011,6387,true
11.74.03.2013,6388,true
11.74.04.2001,6389,true
11.74.04.2002,6390,true
11.74.04.2003,6391,true
11.74.04.2004,6392,true
11.74.04.2005,6393,true
11.74.04.2006,6394,true
11.74.04.2007,6395,true
11.74.04.2008,6396,true
11.74.04.2009,6397,true
11.74.04.2010,6398,true
11.74.04.2011,6399,true
11.74.04.2012,6400,true
11.74.04.2013,6401,true
11.74.04.2014,6402,true
11.74.04.2015,6403,true
11.74.05.2001,6404,true
11.74.05.2002,6405,true
11.74.05.2003,6406,true
11.74.05.2004,6407,true
11.74.05.2005,6408,true
11.74.05.2006,6409,true
11.74.05.2007,6410,true
11.74.05.2008,6411,true
11.74.05.2009,6412,true
11.74.05.2010,6413,true
11.74.05.2011,6414,true
11.74.05.2012,6415,true
11.75.01.2001,6416,true
11.75.01.2002,6417,true
11.75.01.2003,6418,true
11.75.01.2004,6419,true
11.75.01.2005,6420,true
11.75.01.2006,6421,true
11.75.01.2007,6422,true
11.75.01.2008,6423,true
11.75.01.2009,6424,true
11.75.01.2010,6425,true
11.75.01.2011,6426,true
11.75.01.2012,6427,true
11.75.01.2013,6428,true
11.75.01.2014,6429,true
11.75.01.2015,6430,true
11.75.01.2016,6431,true
11.75.01.2017,6432,true
11.75.02.2001,6433,true
11.75.02.2002,6434,true
11.75.02.2003,6435,true
11.75.02.2004,6436,true
11.75.02.2005,6437,true
11.75.02.2006,6438,true
11.75.02.2007,6439,true
11.75.02.2008,6440,true
11.75.02.2009,6441,true
11.75.02.2010,6442,true
11.75.02.2011,6443,true
11.75.02.2012,6444,true
11.75.02.2013,6445,true
11.75.03.2001,6446,true
11.75.03.2002,6447,true
11.75.03.2003,6448,true
11.75.03.2004,6449,true
11.75.03.2005,6450,true
11.75.03.2006,6451,true
11.75.03.2007,6452,true
11.75.03.2008,6453,true
11.75.03.2009,6454,true
11.75.03.2010,6455,true
11.75.03.2011,6456,true
11.75.03.2012,6457,true
11.75.03.2013,6458,true
11.75.03.2014,6459,true
11.75.03.2015,6460,true
11.75.03.2016,6461,true
11.75.03.2017,6462,true
11.75.03.2018,6463,true
11.75.03.2019,6464,true
11.75.03.2020,6465,true
11.75.03.2021,6466,true
11.75.03.2022,6467,true
11.75.03.2023,6468,true
11.75.04.2001,6469,true
11.75.04.2002,6470,true
11.75.04.2003,6471,true
11.75.04.2004,6472,true
11.75.04.2005,6473,true
11.75.04.2006,6474,true
11.75.04.2007,6475,true
11.75.04.2008,6476,true
11.75.04.2009,6477,true
11.75.04.2010,6478,true
11.75.04.2011,6479,true
11.75.04.2012,6480,true
11.75.04.2013,6481,true
11.75.04.2014,6482,true
11.75.04.2015,6483,true
11.75.04.2016,6484,true
11.75.04.2018,6485,true
11.75.04.2019,6486,true
11.75.04.2020,6487,true
11.75.05.2001,6488,true
11.75.05.2002,6489,true
11.75.05.2003,6490,true
11.75.05.2004,6491,true
11.75.05.2005,6492,true
11.75.05.2006,6493,true
11.75.05.2007,6494,true
11.75.05.2008,6495,true
11.75.05.2009,6496,true
11.75.05.2010,6497,true
12.01.01.1001,6498,true
12.01.01.1002,6499,true
12.01.01.2003,6500,true
12.01.01.2004,6501,true
12.01.01.2005,6502,true
12.01.01.2006,6503,true
12.01.01.2007,6504,true
12.01.01.2008,6505,true
12.01.01.2009,6506,true
12.01.01.2010,6507,true
12.01.01.2011,6508,true
12.01.01.2017,6509,true
12.01.01.2018,6510,true
12.01.02.1001,6511,true
12.01.02.1002,6512,true
12.01.02.1004,6513,true
12.01.02.1009,6514,true
12.01.02.2003,6515,true
12.01.02.2005,6516,true
12.01.02.2006,6517,true
12.01.02.2007,6518,true
12.01.02.2008,6519,true
12.01.02.2010,6520,true
12.01.02.2011,6521,true
12.01.02.2014,6522,true
12.01.02.2015,6523,true
12.01.02.2016,6524,true
12.01.02.2017,6525,true
12.01.02.2018,6526,true
12.01.02.2019,6527,true
12.01.02.2020,6528,true
12.01.02.2021,6529,true
12.01.02.2022,6530,true
12.01.02.2023,6531,true
12.01.03.1001,6532,true
12.01.03.1002,6533,true
12.01.03.1003,6534,true
12.01.03.1004,6535,true
12.01.03.1005,6536,true
12.01.03.1006,6537,true
12.01.03.1011,6538,true
12.01.03.1012,6539,true
12.01.03.1013,6540,true
12.01.03.1016,6541,true
12.01.03.1017,6542,true
12.01.03.1018,6543,true
12.01.03.1019,6544,true
12.01.03.1020,6545,true
12.01.03.1021,6546,true
12.01.03.1022,6547,true
12.01.03.1023,6548,true
12.01.03.1024,6549,true
12.01.03.1025,6550,true
12.01.03.1026,6551,true
12.01.03.2014,6552,true
12.01.03.2015,6553,true
12.01.04.1001,6554,true
12.01.04.1004,6555,true
12.01.04.1007,6556,true
12.01.04.1009,6557,true
12.01.04.1010,6558,true
12.01.04.2002,6559,true
12.01.04.2003,6560,true
12.01.04.2005,6561,true
12.01.04.2006,6562,true
12.01.04.2008,6563,true
12.01.05.1001,6564,true
12.01.05.1003,6565,true
12.01.05.1020,6566,true
12.01.05.2002,6567,true
12.01.05.2004,6568,true
12.01.05.2005,6569,true
12.01.05.2006,6570,true
12.01.05.2007,6571,true
12.01.05.2008,6572,true
12.01.05.2009,6573,true
12.01.05.2010,6574,true
12.01.05.2011,6575,true
12.01.05.2012,6576,true
12.01.05.2013,6577,true
12.01.05.2014,6578,true
12.01.05.2015,6579,true
12.01.05.2016,6580,true
12.01.05.2017,6581,true
12.01.05.2018,6582,true
12.01.05.2019,6583,true
12.01.06.1006,6584,true
12.01.06.1007,6585,true
12.01.06.2001,6586,true
12.01.06.2002,6587,true
12.01.06.2003,6588,true
12.01.06.2004,6589,true
12.01.06.2005,6590,true
12.01.06.2008,6591,true
12.01.06.2009,6592,true
12.01.06.2010,6593,true
12.01.06.2011,6594,true
12.01.06.2012,6595,true
12.01.06.2013,6596,true
12.01.06.2014,6597,true
12.01.07.1001,6598,true
12.01.07.2002,6599,true
12.01.07.2003,6600,true
12.01.07.2004,6601,true
12.01.07.2005,6602,true
12.01.07.2006,6603,true
12.01.07.2007,6604,true
12.01.07.2008,6605,true
12.01.07.2009,6606,true
12.01.08.1002,6607,true
12.01.08.2005,6608,true
12.01.08.2006,6609,true
12.01.08.2007,6610,true
12.01.08.2008,6611,true
12.01.08.2010,6612,true
12.01.08.2011,6613,true
12.01.09.1001,6614,true
12.01.09.2002,6615,true
12.01.09.2003,6616,true
12.01.09.2004,6617,true
12.01.09.2005,6618,true
12.01.09.2006,6619,true
12.01.09.2007,6620,true
12.01.09.2008,6621,true
12.01.09.2009,6622,true
12.01.10.1001,6623,true
12.01.10.1019,6624,true
12.01.10.2002,6625,true
12.01.10.2003,6626,true
12.01.10.2004,6627,true
12.01.10.2005,6628,true
12.01.10.2006,6629,true
12.01.10.2014,6630,true
12.01.10.2016,6631,true
12.01.10.2017,6632,true
12.01.10.2018,6633,true
12.01.10.2020,6634,true
12.01.11.1001,6635,true
12.01.11.2002,6636,true
12.01.11.2003,6637,true
12.01.11.2004,6638,true
12.01.11.2005,6639,true
12.01.11.2006,6640,true
12.01.11.2007,6641,true
12.01.11.2008,6642,true
12.01.12.1007,6643,true
12.01.12.2001,6644,true
12.01.12.2002,6645,true
12.01.12.2003,6646,true
12.01.12.2004,6647,true
12.01.12.2005,6648,true
12.01.12.2006,6649,true
12.01.12.2008,6650,true
12.01.12.2009,6651,true
12.01.12.2010,6652,true
12.01.12.2011,6653,true
12.01.12.2012,6654,true
12.01.12.2013,6655,true
12.01.12.2014,6656,true
12.01.13.1003,6657,true
12.01.13.2001,6658,true
12.01.13.2002,6659,true
12.01.13.2004,6660,true
12.01.13.2005,6661,true
12.01.13.2006,6662,true
12.01.14.1001,6663,true
12.01.14.1002,6664,true
12.01.14.1003,6665,true
12.01.14.1007,6666,true
12.01.14.1009,6667,true
12.01.14.2004,6668,true
12.01.14.2005,6669,true
12.01.14.2006,6670,true
12.01.14.2008,6671,true
12.01.15.1001,6672,true
12.01.15.1002,6673,true
12.01.15.2003,6674,true
12.01.15.2004,6675,true
12.01.15.2005,6676,true
12.01.15.2006,6677,true
12.01.15.2007,6678,true
12.01.15.2008,6679,true
12.01.15.2009,6680,true
12.01.16.2001,6681,true
12.01.16.2002,6682,true
12.01.16.2003,6683,true
12.01.16.2004,6684,true
12.01.16.2005,6685,true
12.01.16.2006,6686,true
12.01.16.2007,6687,true
12.01.16.2008,6688,true
12.01.16.2009,6689,true
12.01.17.2001,6690,true
12.01.17.2002,6691,true
12.01.17.2003,6692,true
12.01.17.2004,6693,true
12.01.17.2005,6694,true
12.01.17.2006,6695,true
12.01.18.2001,6696,true
12.01.18.2002,6697,true
12.01.18.2003,6698,true
12.01.18.2004,6699,true
12.01.18.2005,6700,true
12.01.18.2006,6701,true
12.01.19.1001,6702,true
12.01.19.2002,6703,true
12.01.19.2003,6704,true
12.01.19.2005,6705,true
12.01.19.2006,6706,true
12.01.19.2007,6707,true
12.01.20.1001,6708,true
12.01.20.1002,6709,true
12.01.20.1004,6710,true
12.01.20.1005,6711,true
12.01.20.2003,6712,true
12.02.01.1001,6713,true
12.02.01.1002,6714,true
12.02.01.1003,6715,true
12.02.01.1004,6716,true
12.02.01.1005,6717,true
12.02.01.1006,6718,true
12.02.01.1007,6719,true
12.02.01.2008,6720,true
12.02.01.2009,6721,true
12.02.01.2010,6722,true
12.02.01.2011,6723,true
12.02.01.2012,6724,true
12.02.01.2013,6725,true
12.02.01.2014,6726,true
12.02.01.2015,6727,true
12.02.01.2016,6728,true
12.02.01.2017,6729,true
12.02.01.2018,6730,true
12.02.01.2019,6731,true
12.02.01.2020,6732,true
12.02.01.2021,6733,true
12.02.01.2022,6734,true
12.02.01.2023,6735,true
12.02.01.2024,6736,true
12.02.01.2025,6737,true
12.02.01.2026,6738,true
12.02.01.2027,6739,true
12.02.01.2028,6740,true
12.02.01.2029,6741,true
12.02.01.2030,6742,true
12.02.01.2031,6743,true
12.02.02.2001,6744,true
12.02.02.2002,6745,true
12.02.02.2003,6746,true
12.02.02.2004,6747,true
12.02.02.2005,6748,true
12.02.02.2006,6749,true
12.02.02.2007,6750,true
12.02.02.2008,6751,true
12.02.02.2009,6752,true
12.02.02.2010,6753,true
12.02.02.2011,6754,true
12.02.02.2012,6755,true
12.02.03.2001,6756,true
12.02.03.2002,6757,true
12.02.03.2003,6758,true
12.02.03.2004,6759,true
12.02.03.2005,6760,true
12.02.03.2006,6761,true
12.02.03.2007,6762,true
12.02.03.2008,6763,true
12.02.03.2009,6764,true
12.02.03.2010,6765,true
12.02.03.2011,6766,true
12.02.03.2012,6767,true
12.02.03.2013,6768,true
12.02.03.2014,6769,true
12.02.03.2015,6770,true
12.02.03.2016,6771,true
12.02.04.1001,6772,true
12.02.04.2002,6773,true
12.02.04.2003,6774,true
12.02.04.2004,6775,true
12.02.04.2005,6776,true
12.02.04.2007,6777,true
12.02.04.2008,6778,true
12.02.04.2009,6779,true
12.02.04.2010,6780,true
12.02.04.2011,6781,true
12.02.04.2012,6782,true
12.02.04.2013,6783,true
12.02.04.2014,6784,true
12.02.04.2015,6785,true
12.02.05.1001,6786,true
12.02.05.2002,6787,true
12.02.05.2003,6788,true
12.02.05.2004,6789,true
12.02.05.2005,6790,true
12.02.05.2006,6791,true
12.02.05.2007,6792,true
12.02.05.2008,6793,true
12.02.05.2009,6794,true
12.02.05.2010,6795,true
12.02.05.2011,6796,true
12.02.05.2012,6797,true
12.02.05.2013,6798,true
12.02.05.2014,6799,true
12.02.05.2015,6800,true
12.02.05.2016,6801,true
12.02.05.2017,6802,true
12.02.05.2018,6803,true
12.02.05.2019,6804,true
12.02.06.1001,6805,true
12.02.06.2002,6806,true
12.02.06.2003,6807,true
12.02.06.2004,6808,true
12.02.06.2005,6809,true
12.02.06.2006,6810,true
12.02.06.2007,6811,true
12.02.06.2008,6812,true
12.02.06.2009,6813,true
12.02.06.2010,6814,true
12.02.06.2011,6815,true
12.02.06.2012,6816,true
12.02.06.2013,6817,true
12.02.07.2001,6818,true
12.02.07.2002,6819,true
12.02.07.2003,6820,true
12.02.07.2004,6821,true
12.02.07.2005,6822,true
12.02.07.2006,6823,true
12.02.07.2007,6824,true
12.02.07.2008,6825,true
12.02.08.2001,6826,true
12.02.08.2002,6827,true
12.02.08.2003,6828,true
12.02.08.2004,6829,true
12.02.08.2005,6830,true
12.02.08.2006,6831,true
12.02.08.2007,6832,true
12.02.08.2008,6833,true
12.02.08.2009,6834,true
12.02.08.2010,6835,true
12.02.08.2011,6836,true
12.02.09.1001,6837,true
12.02.09.2002,6838,true
12.02.09.2003,6839,true
12.02.09.2004,6840,true
12.02.09.2005,6841,true
12.02.09.2006,6842,true
12.02.09.2007,6843,true
12.02.09.2008,6844,true
12.02.09.2009,6845,true
12.02.09.2010,6846,true
12.02.09.2011,6847,true
12.02.09.2012,6848,true
12.02.09.2013,6849,true
12.02.09.2014,6850,true
12.02.09.2015,6851,true
12.02.09.2016,6852,true
12.02.09.2017,6853,true
12.02.09.2018,6854,true
12.02.09.2019,6855,true
12.02.09.2020,6856,true
12.02.09.2021,6857,true
12.02.10.2001,6858,true
12.02.10.2002,6859,true
12.02.10.2003,6860,true
12.02.10.2004,6861,true
12.02.10.2005,6862,true
12.02.10.2006,6863,true
12.02.10.2007,6864,true
12.02.10.2008,6865,true
12.02.10.2009,6866,true
12.02.10.2010,6867,true
12.02.10.2011,6868,true
12.02.10.2012,6869,true
12.02.10.2013,6870,true
12.02.10.2014,6871,true
12.02.11.2001,6872,true
12.02.11.2002,6873,true
12.02.11.2003,6874,true
12.02.11.2004,6875,true
12.02.11.2005,6876,true
12.02.11.2006,6877,true
12.02.11.2007,6878,true
12.02.11.2008,6879,true
12.02.11.2009,6880,true
12.02.11.2010,6881,true
12.02.11.2011,6882,true
12.02.11.2012,6883,true
12.02.11.2013,6884,true
12.02.11.2014,6885,true
12.02.12.2001,6886,true
12.02.12.2002,6887,true
12.02.12.2003,6888,true
12.02.12.2004,6889,true
12.02.12.2005,6890,true
12.02.12.2006,6891,true
12.02.12.2007,6892,true
12.02.12.2008,6893,true
12.02.12.2009,6894,true
12.02.12.2010,6895,true
12.02.12.2011,6896,true
12.02.12.2012,6897,true
12.02.12.2013,6898,true
12.02.12.2014,6899,true
12.02.12.2015,6900,true
12.02.12.2016,6901,true
12.02.12.2017,6902,true
12.02.12.2018,6903,true
12.02.12.2019,6904,true
12.02.12.2020,6905,true
12.02.12.2021,6906,true
12.02.12.2022,6907,true
12.02.12.2023,6908,true
12.02.12.2024,6909,true
12.02.12.2025,6910,true
12.02.13.2001,6911,true
12.02.13.2002,6912,true
12.02.13.2003,6913,true
12.02.13.2004,6914,true
12.02.13.2005,6915,true
12.02.13.2006,6916,true
12.02.13.2007,6917,true
12.02.13.2008,6918,true
12.02.13.2009,6919,true
12.02.13.2010,6920,true
12.02.13.2011,6921,true
12.02.13.2012,6922,true
12.02.13.2013,6923,true
12.02.13.2014,6924,true
12.02.13.2015,6925,true
12.02.13.2016,6926,true
12.02.13.2017,6927,true
12.02.13.2018,6928,true
12.02.13.2019,6929,true
12.02.13.2020,6930,true
12.02.13.2021,6931,true
12.02.13.2022,6932,true
12.02.13.2023,6933,true
12.02.13.2024,6934,true
12.02.13.2025,6935,true
12.02.13.2026,6936,true
12.02.14.2001,6937,true
12.02.14.2002,6938,true
12.02.14.2003,6939,true
12.02.14.2004,6940,true
12.02.14.2005,6941,true
12.02.14.2006,6942,true
12.02.14.2007,6943,true
12.02.14.2008,6944,true
12.02.14.2009,6945,true
12.02.14.2010,6946,true
12.02.14.2011,6947,true
12.02.14.2012,6948,true
12.02.14.2013,6949,true
12.02.15.2001,6950,true
12.02.15.2002,6951,true
12.02.15.2003,6952,true
12.02.15.2004,6953,true
12.02.15.2005,6954,true
12.02.15.2006,6955,true
12.02.15.2007,6956,true
12.02.15.2008,6957,true
12.02.15.2009,6958,true
12.02.15.2010,6959,true
12.02.15.2011,6960,true
12.02.15.2012,6961,true
12.02.15.2013,6962,true
12.02.15.2014,6963,true
12.02.15.2015,6964,true
12.03.01.1001,6965,true
12.03.01.1003,6966,true
12.03.01.2002,6967,true
12.03.01.2004,6968,true
12.03.01.2005,6969,true
12.03.01.2006,6970,true
12.03.01.2007,6971,true
12.03.01.2008,6972,true
12.03.01.2011,6973,true
12.03.01.2015,6974,true
12.03.01.2016,6975,true
12.03.01.2024,6976,true
12.03.01.2031,6977,true
12.03.01.2035,6978,true
12.03.02.1001,6979,true
12.03.02.1002,6980,true
12.03.02.1011,6981,true
12.03.02.1030,6982,true
12.03.02.1032,6983,true
12.03.02.2003,6984,true
12.03.02.2004,6985,true
12.03.02.2005,6986,true
12.03.02.2008,6987,true
12.03.02.2009,6988,true
12.03.02.2015,6989,true
12.03.02.2016,6990,true
12.03.02.2017,6991,true
12.03.02.2018,6992,true
12.03.02.2019,6993,true
12.03.02.2020,6994,true
12.03.02.2021,6995,true
12.03.02.2022,6996,true
12.03.02.2023,6997,true
12.03.02.2025,6998,true
12.03.02.2026,6999,true
12.03.02.2036,7000,true
12.03.02.2037,7001,true
12.03.03.1098,7002,true
12.03.03.1099,7003,true
12.03.03.2003,7004,true
12.03.03.2004,7005,true
12.03.03.2008,7006,true
12.03.03.2012,7007,true
12.03.03.2013,7008,true
12.03.03.2014,7009,true
12.03.03.2069,7010,true
12.03.03.2079,7011,true
12.03.03.2083,7012,true
